Sherlock	NP0	sherlock
his	DPS	he
associates	NN2	associate
were	VBD	be
themselves	PNX	themselves
convicts	NN2	convict
and	CJC	and
could	VM0	could
not	XX0	not
get	VVI	get
away	AV0	away
.	SENT	.
""""	PUQ	""""
""""	PUQ	""""
But	CJC	but
that	DT0	that
is	VBZ	be
mere	AJ0	mere
speculation	NN1	speculation
,	PUN	,
""""	PUQ	""""
said	VVD	say|said
I	PNP	i
.	SENT	.
""""	PUQ	""""
It	PNP	it
is	VBZ	be
more	DT0	more
than	CJS	than
that	DT0	that
.	SENT	.
It	PNP	it
is	VBZ	be
the	AT0	the
only	AJ0	only
hypothesis	NN1	hypothesis
which	DTQ	which
covers	VVZ	cover
the	AT0	the
facts	NN2	fact
.	SENT	.
Let	VVB	let
us	PNP	we
see	VVB	see
how	AVQ	how
it	PNP	it
fits	VVZ	fit
in	AVP	in
with	PRP	with
the	AT0	the
sequel	NN1	sequel
.	SENT	.
Major	NP0	major
Sholto	NP0	sholto
remains	VVZ	remain|remains
at	PRP	at
peace	NN1	peace
for	PRP	for
some	DT0	some
years	NN2	year
,	PUN	,
happy	AJ0	happy
in	PRP	in
the	AT0	the
possession	NN1	possession
of	PRF	of
his	DPS	he
treasure	NN1	treasure
.	SENT	.
Then	AV0	then
he	PNP	he
receives	VVZ	receive
a	AT0	a
letter	NN1	letter
from	PRP	from
India	NP0	india
which	DTQ	which
gives	VVZ	give
him	PNP	he
a	AT0	a
great	AJ0	great
fright	NN1	fright
.	SENT	.
What	DTQ	what
was	VBD	be
that	DT0	that
?	SENT	?
""""	PUQ	""""
""""	PUQ	""""
A	AT0	a
letter	NN1	letter
to	TO0	to
say	VVI	say
that	CJT	that
the	AT0	the
men	NN2	man
whom	PNQ	whom
he	PNP	he
had	VHD	have
wronged	VVN	wronge|wronged
had	VHD	have
been	VBN	be
set	VVN	set
free	AJ0	free
.	SENT	.
""""	PUQ	""""
""""	PUQ	""""
Or	CJC	or
had	VHD	have
escaped	VVN	escape|escaped
.	SENT	.
That	DT0	that
is	VBZ	be
much	AV0	much
more	AV0	more
likely	AJ0	likely
,	PUN	,
for	CJS	for
he	PNP	he
would	VM0	would
have	VHI	have
known	VVN	know|known
what	DTQ	what
their	DPS	they
term	NN1	term
of	PRF	of
imprisonment	NN1	imprisonment
was	VBD	be
.	SENT	.
It	PNP	it
would	VM0	would
not	XX0	not
have	VHI	have
been	VBN	be
a	AT0	a
surprise	NN1	surprise
to	PRP	to
him	PNP	he
.	SENT	.
What	DTQ	what
does	VDZ	do
he	PNP	he
do	VDI	do
then	AV0	then
?	SENT	?
He	PNP	he
guards	VVZ	guard
himself	PNX	himself
against	PRP	against
a	AT0	a
wooden-legged	AJ0	wooden-legged
man	NN1	man
,	PUN	,
---	AJ0	---
a	AT0	a
white	AJ0	white
man	NN1	man
,	PUN	,
mark	VVB	mark
you	PNP	you
,	PUN	,
for	CJS	for
he	PNP	he
mistakes	VVZ	mistake
a	AT0	a
white	AJ0	white
tradesman	NN1	tradesman
for	PRP	for
him	PNP	he
,	PUN	,
and	CJC	and
actually	AV0	actually
fires	VVZ	fire
a	AT0	a
pistol	NN1	pistol
at	PRP	at
him	PNP	he
.	SENT	.
Now	AV0	now
,	PUN	,
only	AV0	only
one	CRD	one
white	AJ0	white
man	NN1	man
's	POS	's
name	NN1	name
is	VBZ	be
on	PRP	on
the	AT0	the
chart	NN1	chart
.	SENT	.
The	AT0	the
others	NN2	other
are	VBB	be
Hindoos	NP0	Hindoos
or	CJC	or
Mohammedans	NP0	mohammedans
.	SENT	.
There	EX0	there
is	VBZ	be
no	AT0	no
other	AJ0	other
white	AJ0	white
man	NN1	man
.	SENT	.
Therefore	AV0	therefore
we	PNP	we
may	VM0	may
say	VVI	say
with	PRP	with
confidence	NN1	confidence
that	CJT	that
the	AT0	the
wooden-legged	AJ0	wooden-legged
man	NN1	man
is	VBZ	be
identical	AJ0	identical
with	PRP	with
Jonathan	NP0	jonathan
Small	NP0	small
.	SENT	.
Does	VDZ	do
the	AT0	the
reasoning	NN1	reasoning|reason
strike	VVI	strike
you	PNP	you
as	CJS	as
being	VBG	be
faulty	AJ0	faulty
?	SENT	?
""""	PUQ	""""
""""	PUQ	""""
No	ITJ	no
:	PUN	:
it	PNP	it
is	VBZ	be
clear	AJ0	clear
and	CJC	and
concise	AJ0	concise
.	SENT	.
""""	PUQ	""""
""""	PUQ	""""
Well	AV0	well
,	PUN	,
now	AV0	now
,	PUN	,
let	VVB	let
us	PNP	we
put	VVB	put
ourselves	PNX	ourselves
in	PRP	in
the	AT0	the
place	NN1	place
of	PRF	of
Jonathan	NP0	jonathan
Small	NP0	small
.	SENT	.
Let	VVB	let
us	PNP	we
look	VVI	look
at	PRP	at
it	PNP	it
from	PRP	from
his	DPS	he
point	NN1	point
of	PRF	of
view	NN1	view
.	SENT	.
He	PNP	he
comes	VVZ	come
to	PRP	to
England	NP0	england
with	PRP	with
the	AT0	the
double	AJ0	double
idea	NN1	idea
of	PRF	of
regaining	VVG	regain
what	DTQ	what
he	PNP	he
would	VM0	would
consider	VVI	consider
to	TO0	to
be	VBI	be
his	DPS	he
rights	NN2	right
and	CJC	and
of	PRF	of
having	VHG	have
his	DPS	he
revenge	NN1	revenge
upon	PRP	upon
the	AT0	the
man	NN1	man
who	PNQ	who
had	VHD	have
wronged	VVN	wronge|wronged
him	PNP	he
.	SENT	.
He	PNP	he
found	VVD	find
out	AVP	out
where	CJS	where
Sholto	NP0	sholto
lived	VVD	live
,	PUN	,
and	CJC	and
very	AV0	very
possibly	AV0	possibly
he	PNP	he
established	VVD	establish
communications	NN2	communication
with	PRP	with
some	DT0	some
one	PNI	one
inside	PRP	inside
the	AT0	the
house	NN1	house
.	SENT	.
There	EX0	there
is	VBZ	be
this	DT0	this
butler	NN1	butler
,	PUN	,
Lal	NP0	lal
Rao	NP0	rao
,	PUN	,
whom	PNQ	whom
we	PNP	we
have	VHB	have
not	XX0	not
seen	VVN	see
.	SENT	.
Mrs.	NP0	mrs.
Bernstone	NP0	Bernstone
gives	VVZ	give
him	PNP	he
far	AV0	far
from	PRP	from
a	AT0	a
good	AJ0	good
character	NN1	character
.	SENT	.
Small	NP0	small
could	VM0	could
not	XX0	not
find	VVI	find
out	AVP	out
,	PUN	,
however	AV0	however
,	PUN	,
where	AVQ	where
the	AT0	the
treasure	NN1	treasure
was	VBD	be
hid	VVN	hide
,	PUN	,
for	PRP	for
no	AT0	no
one	PNI	one
ever	AV0	ever
knew	VVD	know
,	PUN	,
save	VVB	save
the	AT0	the
major	AJ0	major
and	CJC	and
one	CRD	one
faithful	AJ0	faithful
servant	NN1	servant
who	PNQ	who
had	VHD	have
died	VVN	die
.	SENT	.
Suddenly	AV0	suddenly
Small	NP0	small
learns	VVZ	learn
that	CJT	that
the	AT0	the
major	AJ0	major
is	VBZ	be
on	PRP	on
his	DPS	he
death-bed	NN1	death-bed
.	SENT	.
In	PRP	in
a	AT0	a
frenzy	NN1	frenzy
lest	CJS	lest
the	AT0	the
secret	NN1	secret
of	PRF	of
the	AT0	the
treasure	NN1	treasure
die	VVI	die
with	PRP	with
him	PNP	he
,	PUN	,
he	PNP	he
runs	VVZ	run
the	AT0	the
gauntlet	NN1	gauntlet
of	PRF	of
the	AT0	the
guards	NN2	guard
,	PUN	,
makes	VVZ	make
his	DPS	he
way	NN1	way
to	PRP	to
the	AT0	the
dying	AJ0	dying|die
man	NN1	man
's	POS	's
window	NN1	window
,	PUN	,
and	CJC	and
is	VBZ	be
only	AV0	only
deterred	VVN	deter
from	PRP	from
entering	VVG	enter
by	PRP	by
the	AT0	the
presence	NN1	presence
of	PRF	of
his	DPS	he
two	CRD	two
sons	NN2	son
.	SENT	.
Mad	AJ0	mad
with	PRP	with
hate	NN1	hate
,	PUN	,
however	AV0	however
,	PUN	,
against	PRP	against
the	AT0	the
dead	AJ0	dead
man	NN1	man
,	PUN	,
he	PNP	he
enters	VVZ	enter
the	AT0	the
room	NN1	room
that	DT0	that
night	NN1	night
,	PUN	,
searches	VVZ	search
his	DPS	he
private	AJ0	private
papers	NN2	paper
in	PRP	in
the	AT0	the
hope	NN1	hope
of	PRF	of
discovering	VVG	discover
some	DT0	some
memorandum	NN1	memorandum
relating	VVG	relate
to	PRP	to
the	AT0	the
treasure	NN1	treasure
,	PUN	,
and	CJC	and
finally	AV0	finally
leaves	VVZ	leave|leaf
a	AT0	a
momento	NN1	momento
of	PRF	of
his	DPS	he
visit	NN1	visit
in	PRP	in
the	AT0	the
short	AJ0	short
inscription	NN1	inscription
upon	PRP	upon
the	AT0	the
card	NN1	card
.	SENT	.
He	PNP	he
had	VHD	have
doubtless	AV0	doubtless
planned	VVN	plan|planned
beforehand	AV0	beforehand
that	DT0	that
should	VM0	should
he	PNP	he
slay	VVI	slay
the	AT0	the
major	AJ0	major
he	PNP	he
would	VM0	would
leave	VVI	leave
some	DT0	some
such	DT0	such
record	NN1	record
upon	PRP	upon
the	AT0	the
body	NN1	body
as	PRP	as
a	AT0	a
sign	NN1	sign
that	CJT	that
it	PNP	it
was	VBD	be
not	XX0	not
a	AT0	a
common	AJ0	common
murder	NN1	murder
,	PUN	,
but	CJC	but
,	PUN	,
from	PRP	from
the	AT0	the
point	NN1	point
of	PRF	of
view	NN1	view
of	PRF	of
the	AT0	the
four	CRD	four
associates	NN2	associate
,	PUN	,
something	PNI	something
in	PRP	in
the	AT0	the
nature	NN1	nature
of	PRF	of
an	AT0	an
act	NN1	act
of	PRF	of
justice	NN1	justice
.	SENT	.
Whimsical	AJ0	whimsical
and	CJC	and
bizarre	AJ0	bizarre
conceits	NN2	conceit
of	PRF	of
this	DT0	this
kind	NN1	kind
are	VBB	be
common	AJ0	common
enough	AV0	enough
in	PRP	in
the	AT0	the
annals	NN2	annal
of	PRF	of
crime	NN1	crime
,	PUN	,
and	CJC	and
usually	AV0	usually
afford	VVB	afford
valuable	AJ0	valuable
indications	NN2	indication
as	CJS	as
to	PRP	to
the	AT0	the
criminal	NN1	criminal
.	SENT	.
Do	VDB	do
you	PNP	you
follow	VVI	follow
all	DT0	all
this	DT0	this
?	SENT	?
""""	PUQ	""""
""""	PUQ	""""
Very	AV0	very
clearly	AV0	clearly
.	SENT	.
""""	PUQ	""""
""""	PUQ	""""
Now	AV0	now
,	PUN	,
what	DTQ	what
could	VM0	could
Jonathan	NP0	jonathan
Small	NP0	small
do	VDI	do
?	SENT	?
He	PNP	he
could	VM0	could
only	AV0	only
continue	VVI	continue
to	TO0	to
keep	VVI	keep
a	AT0	a
secret	AJ0	secret
watch	NN1	watch
upon	PRP	upon
the	AT0	the
efforts	NN2	effort
made	VVD	make
to	TO0	to
find	VVI	find
the	AT0	the
treasure	NN1	treasure
.	SENT	.
Possibly	AV0	possibly
he	PNP	he
leaves	VVZ	leave|leaf
England	NP0	england
and	CJC	and
only	AV0	only
comes	VVZ	come
back	AVP	back
at	PRP	at
intervals	NN2	interval
.	SENT	.
Then	AV0	then
comes	VVZ	come
the	AT0	the
discovery	NN1	discovery
of	PRF	of
the	AT0	the
garret	NN1	garret
,	PUN	,
and	CJC	and
he	PNP	he
is	VBZ	be
instantly	AV0	instantly
informed	AJ0	informed|inform
of	PRF	of
it	PNP	it
.	SENT	.
We	PNP	we
again	AV0	again
trace	VVB	trace
the	AT0	the
presence	NN1	presence
of	PRF	of
some	DT0	some
confederate	NN1	confederate
in	PRP	in
the	AT0	the
household	NN1	household
.	SENT	.
Jonathan	NP0	jonathan
,	PUN	,
with	PRP	with
his	DPS	he
wooden	AJ0	wooden
leg	NN1	leg
,	PUN	,
is	VBZ	be
utterly	AV0	utterly
unable	AJ0	unable
to	TO0	to
reach	VVI	reach
the	AT0	the
lofty	AJ0	lofty
room	NN1	room
of	PRF	of
Bartholomew	NP0	bartholomew
Sholto	NP0	sholto
.	SENT	.
He	PNP	he
takes	VVZ	take
with	PRP	with
him	PNP	he
,	PUN	,
however	AV0	however
,	PUN	,
a	AT0	a
rather	AV0	rather
curious	AJ0	curious
associate	NN1	associate
,	PUN	,
who	PNQ	who
gets	VVZ	get
over	PRP	over
this	DT0	this
difficulty	NN1	difficulty
,	PUN	,
but	CJC	but
dips	VVZ	dip
his	DPS	he
naked	AJ0	naked
foot	NN1	foot
into	PRP	into
creasote	NN1	creasote
,	PUN	,
whence	AVQ	whence
comes	VVZ	come
Toby	NP0	toby
,	PUN	,
and	CJC	and
a	AT0	a
six-mile	AJ0	six-mile
limp	NN1	limp
for	PRP	for
a	AT0	a
half-pay	AJ0	half-pay
officer	NN1	officer
with	PRP	with
a	AT0	a
damaged	AJ0	damaged|damage
tendo	NN1	tendo
Achillis	NP0	Achillis
.	SENT	.
""""	PUQ	""""
""""	PUQ	""""
But	CJC	but
it	PNP	it
was	VBD	be
the	AT0	the
associate	NN1	associate
,	PUN	,
and	CJC	and
not	XX0	not
Jonathan	NP0	jonathan
,	PUN	,
who	PNQ	who
committed	VVD	commit|committed
the	AT0	the
crime	NN1	crime
.	SENT	.
""""	PUQ	""""
""""	PUQ	""""
Quite	AV0	quite
so	AV0	so
.	SENT	.
And	CJC	and
rather	AV0	rather
to	PRP	to
Jonathan	NP0	jonathan
's	POS	's
disgust	NN1	disgust
,	PUN	,
to	TO0	to
judge	VVI	judge
by	PRP	by
the	AT0	the
way	NN1	way
he	PNP	he
stamped	VVD	stamp|stamped
about	AVP	about
when	CJS	when
he	PNP	he
got	VVD	get
into	PRP	into
the	AT0	the
room	NN1	room
.	SENT	.
He	PNP	he
bore	VVD	bear
no	AT0	no
grudge	NN1	grudge
against	PRP	against
Bartholomew	NP0	bartholomew
Sholto	NP0	sholto
,	PUN	,
and	CJC	and
would	VM0	would
have	VHI	have
preferred	VVN	prefer|preferred
if	CJS	if
he	PNP	he
could	VM0	could
have	VHI	have
been	VBN	be
simply	AV0	simply
bound	VVN	bind|bound
and	CJC	and
gagged	VVN	gag
.	SENT	.
He	PNP	he
did	VDD	do
not	XX0	not
wish	VVI	wish
to	TO0	to
put	VVI	put
his	DPS	he
head	NN1	head
in	PRP	in
a	AT0	a
halter	NN1	halter
.	SENT	.
There	EX0	there
was	VBD	be
no	AT0	no
help	NN1	help
for	PRP	for
it	PNP	it
,	PUN	,
however	AV0	however
:	PUN	:
the	AT0	the
savage	AJ0	savage
instincts	NN2	instinct
of	PRF	of
his	DPS	he
companion	NN1	companion
had	VHD	have
broken	VVN	break|broken
out	AVP	out
,	PUN	,
and	CJC	and
the	AT0	the
poison	NN1	poison
had	VHD	have
done	VDN	do
its	DPS	it
work	NN1	work
:	PUN	:
so	CJS	so
Jonathan	NP0	jonathan
Small	NP0	small
left	VVD	leave|left
his	DPS	he
record	NN1	record
,	PUN	,
lowered	VVD	lower|lowered
the	AT0	the
treasure-box	NN1	treasure-box
to	PRP	to
the	AT0	the
ground	NN1	ground
,	PUN	,
and	CJC	and
followed	VVD	follow
it	PNP	it
himself	PNX	himself
.	SENT	.
That	DT0	that
was	VBD	be
the	AT0	the
train	NN1	train
of	PRF	of
events	NN2	event
as	CJS	as
far	AV0	far
as	CJS	as
I	PNP	i
can	VM0	can
decipher	VVI	decipher
them	PNP	they
.	SENT	.
Of	PRF	of
course	NN1	course
as	CJS	as
to	PRP	to
his	DPS	he
personal	AJ0	personal
appearance	NN1	appearance
he	PNP	he
must	VM0	must
be	VBI	be
middle-aged	AJ0	middle-aged
,	PUN	,
and	CJC	and
must	VM0	must
be	VBI	be
sunburned	VVN	sunburn
after	PRP	after
serving	VVG	serve|serving
his	DPS	he
time	NN1	time
in	PRP	in
such	DT0	such
an	AT0	an
oven	NN1	oven
as	PRP	as
the	AT0	the
Andamans	NP0	Andamans
.	SENT	.
His	DPS	he
height	NN1	height
is	VBZ	be
readily	AV0	readily
calculated	VVN	calculate|calculated
from	PRP	from
the	AT0	the
length	NN1	length
of	PRF	of
his	DPS	he
stride	NN1	stride
,	PUN	,
and	CJC	and
we	PNP	we
know	VVB	know
that	CJT	that
he	PNP	he
was	VBD	be
bearded	AJ0	bearded
.	SENT	.
His	DPS	he
hairiness	NN1	hairiness
was	VBD	be
the	AT0	the
one	CRD	one
point	NN1	point
which	DTQ	which
impressed	VVD	impress
itself	PNX	itself
upon	PRP	upon
Thaddeus	NP0	thaddeus
Sholto	NP0	sholto
when	CJS	when
he	PNP	he
saw	VVD	see
him	PNP	he
at	PRP	at
the	AT0	the
window	NN1	window
.	SENT	.
I	PNP	i
do	VDB	do
n't	XX0	not
know	VVI	know
that	CJT	that
there	EX0	there
is	VBZ	be
anything	PNI	anything
else	AV0	else
.	SENT	.
""""	PUQ	""""
""""	PUQ	""""
The	AT0	the
associate	NN1	associate
?	SENT	?
""""	PUQ	""""
""""	PUQ	""""
Ah	ITJ	ah
,	PUN	,
well	AV0	well
,	PUN	,
there	EX0	there
is	VBZ	be
no	AT0	no
great	AJ0	great
mystery	NN1	mystery
in	PRP	in
that	DT0	that
.	SENT	.
But	CJC	but
you	PNP	you
will	VM0	will
know	VVI	know
all	DT0	all
about	PRP	about
it	PNP	it
soon	AV0	soon
enough	AV0	enough
.	SENT	.
How	AVQ	how
sweet	AJ0	sweet
the	AT0	the
morning	NN1	morning
air	NN1	air
is	VBZ	be
!	SENT	!
See	VVB	see
how	AVQ	how
that	DT0	that
one	CRD	one
little	AJ0	little
cloud	NN1	cloud
floats	VVZ	float
like	PRP	like
a	AT0	a
pink	AJ0	pink
feather	NN1	feather
from	PRP	from
some	DT0	some
gigantic	AJ0	gigantic
flamingo	NN1	flamingo
.	SENT	.
Now	AV0	now
the	AT0	the
red	AJ0	red
rim	NN1	rim
of	PRF	of
the	AT0	the
sun	NN1	sun
pushes	VVZ	push
itself	PNX	itself
over	PRP	over
the	AT0	the
London	NP0	london
cloud-bank	NN1	cloud-bank
.	SENT	.
It	PNP	it
shines	VVZ	shine
on	PRP	on
a	AT0	a
good	AJ0	good
many	DT0	many
folk	NN0	folk
,	PUN	,
but	CJC	but
on	PRP	on
none	PNI	none
,	PUN	,
I	PNP	i
dare	VM0	dare
bet	VVI	bet
,	PUN	,
who	PNQ	who
are	VBB	be
on	PRP	on
a	AT0	a
stranger	AJC	strange
errand	NN1	errand
than	CJS	than
you	PNP	you
and	CJC	and
I	PNP	i
.	SENT	.
How	AVQ	how
small	AJ0	small
we	PNP	we
feel	VVB	feel
with	PRP	with
our	DPS	we
petty	AJ0	petty
ambitions	NN2	ambition
and	CJC	and
strivings	NN2	striving
in	PRP	in
the	AT0	the
presence	NN1	presence
of	PRF	of
the	AT0	the
great	AJ0	great
elemental	AJ0	elemental
forces	NN2	force
of	PRF	of
nature	NN1	nature
!	SENT	!
Are	VBB	be
you	PNP	you
well	AV0	well
up	AVP	up
in	PRP	in
your	DPS	you
Jean	NP0	jean|jeans
Paul	NP0	paul
?	SENT	?
""""	PUQ	""""
""""	PUQ	""""
Fairly	AV0	fairly
so	AV0	so
.	SENT	.
I	PNP	i
worked	VVD	work|worked
back	AVP	back
to	PRP	to
him	PNP	he
through	PRP	through
Carlyle	NP0	carlyle
.	SENT	.
""""	PUQ	""""
""""	PUQ	""""
That	DT0	that
was	VBD	be
like	PRP	like
following	VVG	follow|following
the	AT0	the
brook	NN1	brook
to	PRP	to
the	AT0	the
parent	NN1	parent
lake	NN1	lake
.	SENT	.
He	PNP	he
makes	VVZ	make
one	PNI	one
curious	AJ0	curious
but	CJC	but
profound	AJ0	profound
remark	NN1	remark
.	SENT	.
It	PNP	it
is	VBZ	be
that	CJT	that
the	AT0	the
chief	AJ0	chief
proof	NN1	proof
of	PRF	of
man	NN1	man
's	POS	's
real	AJ0	real
greatness	NN1	greatness
lies	VVZ	lie
in	PRP	in
his	DPS	he
perception	NN1	perception
of	PRF	of
his	DPS	he
own	DT0	own
smallness	NN1	smallness
.	SENT	.
It	PNP	it
argues	VVZ	argue
,	PUN	,
you	PNP	you
see	VVB	see
,	PUN	,
a	AT0	a
power	NN1	power
of	PRF	of
comparison	NN1	comparison
and	CJC	and
of	PRF	of
appreciation	NN1	appreciation
which	DTQ	which
is	VBZ	be
in	PRP	in
itself	PNX	itself
a	AT0	a
proof	NN1	proof
of	PRF	of
nobility	NN1	nobility
.	SENT	.
There	EX0	there
is	VBZ	be
much	DT0	much
food	NN1	food
for	PRP	for
thought	NN1	thought
in	PRP	in
Richter	NP0	richter
.	SENT	.
You	PNP	you
have	VHB	have
not	XX0	not
a	AT0	a
pistol	NN1	pistol
,	PUN	,
have	VHB	have
you	PNP	you
?	SENT	?
""""	PUQ	""""
""""	PUQ	""""
I	PNP	i
have	VHB	have
my	DPS	i
stick	NN1	stick
.	SENT	.
""""	PUQ	""""
""""	PUQ	""""
It	PNP	it
is	VBZ	be
just	AV0	just
possible	AJ0	possible
that	CJT	that
we	PNP	we
may	VM0	may
need	VVI	need
something	PNI	something
of	PRF	of
the	AT0	the
sort	NN1	sort
if	CJS	if
we	PNP	we
get	VVB	get
to	PRP	to
their	DPS	they
lair	NN1	lair
.	SENT	.
Jonathan	NP0	jonathan
I	PNP	i
shall	VM0	shall
leave	VVI	leave
to	PRP	to
you	PNP	you
,	PUN	,
but	CJC	but
if	CJS	if
the	AT0	the
other	NN1	other
turns	VVZ	turn
nasty	AJ0	nasty
I	PNP	i
shall	VM0	shall
shoot	VVI	shoot
him	PNP	he
dead	AJ0	dead
.	SENT	.
""""	PUQ	""""
He	PNP	he
took	VVD	take
out	AVP	out
his	DPS	he
revolver	NN1	revolver
as	CJS	as
he	PNP	he
spoke	VVD	speak
,	PUN	,
and	CJC	and
,	PUN	,
having	VHG	have
loaded	VVN	load|loaded
two	CRD	two
of	PRF	of
the	AT0	the
chambers	NN2	chamber
,	PUN	,
he	PNP	he
put	VVB	put
it	PNP	it
back	AVP	back
into	PRP	into
the	AT0	the
right-hand	AJ0	right-hand
pocket	NN1	pocket
of	PRF	of
his	DPS	he
replaced-dns	NN2	replaced-dns
"<repdns text=""jacket.We"" />"
had	VHD	have
during	PRP	during
this	DT0	this
time	NN1	time
been	VBN	be
following	VVG	follow|following
the	AT0	the
guidance	NN1	guidance
of	PRF	of
Toby	NP0	toby
down	PRP	down
the	AT0	the
half-rural	AJ0	half-rural
villa-lined	AJ0	villa-lined
roads	NN2	road
which	DTQ	which
lead	VVB	lead
to	PRP	to
the	AT0	the
metropolis	NN1	metropolis
.	SENT	.
Now	AV0	now
,	PUN	,
however	AV0	however
,	PUN	,
we	PNP	we
were	VBD	be
beginning	VVG	begin|beginning
to	TO0	to
come	VVI	come
among	PRP	among
continuous	AJ0	continuous
streets	NN2	street
,	PUN	,
where	CJS	where
laborers	NN2	laborer
and	CJC	and
dockmen	NN2	dockmen
were	VBD	be
already	AV0	already
astir	AJ0	astir
,	PUN	,
and	CJC	and
slatternly	AV0	slatternly
women	NN2	woman
were	VBD	be
taking	VVG	take|taking
down	AVP	down
shutters	NN2	shutter
and	CJC	and
brushing	VVG	brush|brushing
door-steps	NN2	door-steps
.	SENT	.
At	PRP	at
the	AT0	the
square-topped	AJ0	square-topped
corner	NN1	corner
public	AJ0	public
houses	NN2	house
business	NN1	business
was	VBD	be
just	AV0	just
beginning	VVG	begin|beginning
,	PUN	,
and	CJC	and
rough-looking	AJ0	rough-looking
men	NN2	man
were	VBD	be
emerging	VVG	emerge|emerging
,	PUN	,
rubbing	VVG	rub
their	DPS	they
sleeves	NN2	sleeve
across	PRP	across
their	DPS	they
beards	NN2	beard
after	PRP	after
their	DPS	they
morning	NN1	morning
wet	AJ0	wet
.	SENT	.
Strange	AJ0	strange
dogs	NN2	dog
sauntered	VVD	saunter
up	AVP	up
and	CJC	and
stared	VVD	stare
wonderingly	AV0	wonderingly
at	PRP	at
us	PNP	we
as	CJS	as
we	PNP	we
passed	VVD	pass|passed
,	PUN	,
but	CJC	but
our	DPS	we
inimitable	AJ0	inimitable
Toby	NP0	toby
looked	VVD	look
neither	AV0	neither
to	PRP	to
the	AT0	the
right	NN1	right
nor	CJC	nor
to	PRP	to
the	AT0	the
left	NN1	left
,	PUN	,
but	CJC	but
trotted	VVD	trot
onwards	AV0	onwards
with	PRP	with
his	DPS	he
nose	NN1	nose
to	PRP	to
the	AT0	the
ground	NN1	ground
and	CJC	and
an	AT0	an
occasional	AJ0	occasional
eager	AJ0	eager
whine	NN1	whine
which	DTQ	which
spoke	VVD	speak
of	PRF	of
a	AT0	a
hot	AJ0	hot
replaced-dns	NN2	replaced-dns
"<repdns text=""scent.We"" />"
had	VHD	have
traversed	VVN	traverse|traversed
Streatham	NP0	streatham
,	PUN	,
Brixton	NP0	brixton
,	PUN	,
Camberwell	NP0	camberwell
,	PUN	,
and	CJC	and
now	AV0	now
found	VVD	find
ourselves	PNX	ourselves
in	PRP	in
Kennington	NP0	kennington
Lane	NP0	lane
,	PUN	,
having	VHG	have
borne	VVN	bear|borne
away	AV0	away
through	PRP	through
the	AT0	the
side-streets	NN2	side-street
to	PRP	to
the	AT0	the
east	NN1	east
of	PRF	of
the	AT0	the
Oval	NN1	oval
.	SENT	.
The	AT0	the
men	NN2	man
whom	PNQ	whom
we	PNP	we
pursued	VVD	pursue
seemed	VVD	seem
to	TO0	to
have	VHI	have
taken	VVN	take|taken
a	AT0	a
curiously	AV0	curiously
zigzag	NN1	zigzag
road	NN1	road
,	PUN	,
with	PRP	with
the	AT0	the
idea	NN1	idea
probably	AV0	probably
of	PRF	of
escaping	AJ0	escaping|escape
observation	NN1	observation
.	SENT	.
They	PNP	they
had	VHD	have
never	AV0	never
kept	VVN	keep
to	PRP	to
the	AT0	the
main	AJ0	main
road	NN1	road
if	CJS	if
a	AT0	a
parallel	AJ0	parallel
side-street	NN1	side-street
would	VM0	would
serve	VVI	serve
their	DPS	they
turn	NN1	turn
.	SENT	.
At	PRP	at
the	AT0	the
foot	NN1	foot
of	PRF	of
Kennington	NP0	kennington
Lane	NP0	lane
they	PNP	they
had	VHD	have
edged	VVN	edge
away	AV0	away
to	PRP	to
the	AT0	the
left	NN1	left
through	PRP	through
Bond	NP0	bond
Street	NP0	street
and	CJC	and
Miles	NP0	miles
Street	NP0	street
.	SENT	.
Where	CJS	where
the	AT0	the
latter	DT0	latter
street	NN1	street
turns	VVZ	turn
into	PRP	into
Knight	NP0	knight
's	POS	's
Place	NN1	place
,	PUN	,
Toby	NP0	toby
ceased	VVD	cease
to	TO0	to
advance	VVI	advance
,	PUN	,
but	CJC	but
began	VVD	begin
to	TO0	to
run	VVI	run
backwards	AV0	backwards
and	CJC	and
forwards	AV0	forwards
with	PRP	with
one	CRD	one
ear	NN1	ear
cocked	VVD	cock
and	CJC	and
the	AT0	the
other	AJ0	other
drooping	AJ0	drooping|droop
,	PUN	,
the	AT0	the
very	AJ0	very
picture	NN1	picture
of	PRF	of
canine	AJ0	canine
indecision	NN1	indecision
.	SENT	.
Then	AV0	then
he	PNP	he
waddled	VVD	waddle
round	AVP	round
in	PRP	in
circles	NN2	circle
,	PUN	,
looking	VVG	look|looking
up	AVP	up
to	PRP	to
us	PNP	we
from	PRP	from
time	NN1	time
to	PRP	to
time	NN1	time
,	PUN	,
as	CJS	as
if	CJS	if
to	TO0	to
ask	VVI	ask
for	PRP	for
sympathy	NN1	sympathy
in	PRP	in
his	DPS	he
embarrassment	NN1	embarrassment
.	SENT	.
""""	PUQ	""""
What	DTQ	what
the	AT0	the
deuce	NN1	deuce
is	VBZ	be
the	AT0	the
matter	NN1	matter
with	PRP	with
the	AT0	the
dog	NN1	dog
?	SENT	?
""""	PUQ	""""
growled	VVD	growl
Holmes	NP0	holmes
.	SENT	.
""""	PUQ	""""
They	PNP	they
surely	AV0	surely
would	VM0	would
not	XX0	not
take	VVI	take
a	AT0	a
cab	NN1	cab
,	PUN	,
or	CJC	or
go	VVB	go
off	AVP	off
in	PRP	in
